SentID_GM,targ,Sentence_with_Target,Sentence_with_Blank,SimilarTo_SentID_GM,sentence_length,targ_sent_position
681,uncouth,"Interrupting someone, even a friend, is considered [uncouth] in many regions.","Interrupting someone, even a friend, is considered XXXXX in many regions.",NA,NA,NA
683,uncouth,"When I place my elbows on the dinner table, my mother says it's [uncouth].","When I place my elbows on the dinner table, my mother says it's XXXXX.",NA,NA,NA
684,uncouth,"When you pile onto the elevator before passengers have exited, it's very [uncouth].","When you pile onto the elevator before passengers have exited, it's very XXXXX.",NA,NA,NA
685,undermine,Before the meeting started they talked about how to [undermine] it.,Before the meeting started they talked about how to XXXXX it.,3257,NA,NA
686,undermine,The consultant told us that if we persisted we would probably [undermine] it.,The consultant told us that if we persisted we would probably XXXXX it.,3253,NA,NA
687,undermine,The guy said that it would be hard to [undermine] them.,The guy said that it would be hard to XXXXX them.,NA,NA,NA
688,undermine,There are several ways to tell whether or not it has been [undermined].,There are several ways to tell whether or not it has been XXXXX.,3258,NA,NA
689,undermine,We couldn't figure out how they had [undermined] it.,We couldn't figure out how they had XXXXX it.,NA,NA,NA
690,undermine,When we arrived we thought that everyone had been [undermined].,When we arrived we thought that everyone had been XXXXX.,NA,NA,NA
691,undermine,Lindsay found that her confidence was [undermined] by the feedback.,Lindsay found that her confidence was XXXXX by the feedback.,NA,NA,NA
692,undermine,The fear of failure [undermined] my will to complete the homework.,The fear of failure XXXXX my will to complete the homework.,NA,NA,NA
693,undermine,The injury to my back [undermined] my plans to work in construction.,The injury to my back XXXXX my plans to work in construction.,3244,NA,NA
694,undermine,The weight appeared to [undermine] the stability the old bridge.,The weight appeared to XXXXX the stability the old bridge.,NA,NA,NA
695,undermine,The critique of Bill's performance [undermined] his confidence.,The critique of Bill's performance XXXXX his confidence.,NA,NA,NA
696,undermine,After the girls left the rest of us felt [undermined].,After the girls left the rest of us felt XXXXX.,3252,NA,NA
697,undermine,When people fail to keep a promise it [undermines] their credibility.,When people fail to keep a promise it XXXXX their credibility.,NA,NA,NA
698,undermine,She lied so often that it [undermined] our trust in what she said.,She lied so often that it XXXXX our trust in what she said.,3247,NA,NA
699,undermine,"Instead of supporting the cause, they did everything possible to [undermine] it.","Instead of supporting the cause, they did everything possible to XXXXX it.",NA,NA,NA
700,undermine,The defense tried to make her look bad in order to [undermine] her case.,The defense tried to make her look bad in order to XXXXX her case.,NA,NA,NA
701,undermine,Peter brought up the scandal in order to [undermine] his rival.,Peter brought up the scandal in order to XXXXX his rival.,NA,NA,NA
702,undermine,"When people run for office, negative press can [undermine] their chances of success.","When people run for office, negative press can XXXXX their chances of success.",NA,NA,NA
703,wince,Mandy's friends saw her [wince] during the second half of the game.,Mandy's friends saw her XXXXX during the second half of the game.,2123,NA,NA
704,wince,"Sometimes while he is playing a video game, John will [wince].","Sometimes while he is playing a video game, John will XXXXX.",2127,NA,NA
705,wince,We were surprised to learn that John didn't [wince].,We were surprised to learn that John didn't XXXXX.,NA,NA,NA
706,wince,Isaac and his friends thought that they saw Francis [wince] during recess.,Isaac and his friends thought that they saw Francis XXXXX during recess.,NA,NA,NA
707,wince,The agent didn't know if he saw the customer [wince] or not.,The agent didn't know if he saw the customer XXXXX or not.,NA,NA,NA
708,wince,Julia couldn't tell whether she had actually [winced] or not.,Julia couldn't tell whether she had actually XXXXX or not.,NA,NA,NA
709,wince,"When the rock hit the windshield, my mother [winced] with surprise.","When the rock hit the windshield, my mother XXXXX with surprise.",NA,NA,NA
710,wince,Amanda [winced] when the man approached her in the park.,Amanda XXXXX when the man approached her in the park.,2120,NA,NA
711,wince,His mother told him not to [wince] at the doctor's office.,His mother told him not to XXXXX at the doctor's office.,2745,NA,NA
712,wince,Jake's friends teased him for [wincing] when the girl pretended to punch him.,Jake's friends teased him for XXXXX when the girl pretended to punch him.,2746,NA,NA
713,wince,"When Jesse heard the noise she [winced], but tried to stay calm.","When Jesse heard the noise she XXXXX, but tried to stay calm.",NA,NA,NA
714,wince,"When her friend pretended to slap her, Shelly [winced].","When her friend pretended to slap her, Shelly XXXXX.",NA,NA,NA
715,wince,In dodge ball people [wince] and dive away from oncoming balls.,In dodge ball people XXXXX and dive away from oncoming balls.,2116,NA,NA
716,wince,"When the ball hit Billy in the face, he barely had time to [wince].","When the ball hit Billy in the face, he barely had time to XXXXX.",NA,NA,NA
717,wince,"When Kevin stuck his hand in the bowl of spiders, he didn't even [wince].","When Kevin stuck his hand in the bowl of spiders, he didn't even XXXXX.",NA,NA,NA
718,wince,"The pain from the needle was sudden, and Mary [winced] a little.","The pain from the needle was sudden, and Mary XXXXX a little.",NA,NA,NA
719,wince,Sally was so anxious that the unexpected noise made her [wince].,Sally was so anxious that the unexpected noise made her XXXXX.,NA,NA,NA
720,wince,The scene was so shocking that Sarah [winced] and turned away.,The scene was so shocking that Sarah XXXXX and turned away.,NA,NA,NA
721,auspices,I can't tell if Bob is doing it under their [auspices] or not.,I can't tell if Bob is doing it under their XXXXX or not.,NA,NA,NA
722,auspices,The friends talked about what it's like to be under their [auspices].,The friends talked about what it's like to be under their XXXXX.,NA,NA,NA
723,auspices,Carrie walked along her usual path and thought about the [auspices].,Carrie walked along her usual path and thought about the XXXXX.,NA,NA,NA
724,auspices,We don't know if we want to be under their [auspices] or not.,We don't know if we want to be under their XXXXX or not.,NA,NA,NA
725,auspices,"At some point, he may ask us to write about the [auspices].","At some point, he may ask us to write about the XXXXX.",NA,NA,NA
726,auspices,Sally said she wanted to talk about the [auspices].,Sally said she wanted to talk about the XXXXX.,NA,NA,NA
727,auspices,Last year John depended on the [auspices] of his parents.,Last year John depended on the XXXXX of his parents.,NA,NA,NA
728,auspices,We carried out the study under the [auspices] of the government.,We carried out the study under the XXXXX of the government.,NA,NA,NA
729,auspices,The fireworks were set off under the [auspices] of the city.,The fireworks were set off under the XXXXX of the city.,NA,NA,NA
730,auspices,Ukraine would accept the aid if it arrived under the [auspices] of the Red Cross.,Ukraine would accept the aid if it arrived under the XXXXX of the Red Cross.,NA,NA,NA
731,auspices,When the building reopens it will be under the [auspices] of the fairgrounds.,When the building reopens it will be under the XXXXX of the fairgrounds.,NA,NA,NA
732,auspices,I completed my studies under the [auspices] of the US government.,I completed my studies under the XXXXX of the US government.,NA,NA,NA
733,auspices,The student was very thankful for her teacher's kind support and [auspices].,The student was very thankful for her teacher's kind support and XXXXX.,NA,NA,NA
734,auspices,The robotics team wouldn't have been so successful without the company's [auspices] and help.,The robotics team wouldn't have been so successful without the company's XXXXX and help.,NA,NA,NA
735,auspices,Saul was glad he was working under the help of his mentor's [auspices].,Saul was glad he was working under the help of his mentor's XXXXX.,NA,NA,NA
736,auspices,The soccer team operated under the [auspices] of the school's athletic committee.,The soccer team operated under the XXXXX of the school's athletic committee.,NA,NA,NA
737,auspices,The global aid organization operated under the [auspices] and sponsorship of the United Nations.,The global aid organization operated under the XXXXX and sponsorship of the United Nations.,NA,NA,NA
738,auspices,The candidates all wanted the support of the big company and tried to get its [auspices].,The candidates all wanted the support of the big company and tried to get its XXXXX.,NA,NA,NA
739,browbeat,Harold thought about whether or not he should [browbeat] his friend.,Harold thought about whether or not he should XXXXX his friend.,NA,NA,NA
740,browbeat,Olivia didn't have any idea what it would be like to [browbeat] someone.,Olivia didn't have any idea what it would be like to XXXXX someone.,NA,NA,NA
741,browbeat,Patrick was surprised that his coworker wanted to [browbeat] him.,Patrick was surprised that his coworker wanted to XXXXX him.,NA,NA,NA
742,browbeat,"After Brenda left, the boys all began to [browbeat] one another.","After Brenda left, the boys all began to XXXXX one another.",NA,NA,NA
743,browbeat,Iris and John couldn't agree whether or not they should [browbeat] David.,Iris and John couldn't agree whether or not they should XXXXX David.,NA,NA,NA
744,browbeat,I was surprised when the mailman tried to [browbeat] me this morning.,I was surprised when the mailman tried to XXXXX me this morning.,NA,NA,NA
745,browbeat,Jane wanted to [browbeat] her sister into revealing the truth.,Jane wanted to XXXXX her sister into revealing the truth.,NA,NA,NA
746,browbeat,"In some countries, girls are [browbeat] into marrying at a very young age.","In some countries, girls are XXXXX into marrying at a very young age.",NA,NA,NA
747,browbeat,"A coach should provide leadership, not [browbeat] their players.","A coach should provide leadership, not XXXXX their players.",1083,NA,NA
748,browbeat,The company tried to [browbeat] them into signing the deal.,The company tried to XXXXX them into signing the deal.,NA,NA,NA
749,browbeat,The boss decided to [browbeat] the workers into leaving.,The boss decided to XXXXX the workers into leaving.,NA,NA,NA
750,browbeat,Dylan might [browbeat] them in order to get his way.,Dylan might XXXXX them in order to get his way.,NA,NA,NA
751,browbeat,"Samantha didn't want to help the bully, but he [browbeat] her into doing his homework.","Samantha didn't want to help the bully, but he XXXXX her into doing his homework.",NA,NA,NA
752,browbeat,John's Dad usually has to yell and [browbeat] him into doing his chores.,John's Dad usually has to yell and XXXXX him into doing his chores.,NA,NA,NA
753,browbeat,The detective [browbeat] the suspect into giving a confession.,The detective XXXXX the suspect into giving a confession.,NA,NA,NA
754,browbeat,His wife nagged and [browbeat] him into purchasing the necklace.,His wife nagged and XXXXX him into purchasing the necklace.,NA,NA,NA
755,browbeat,The babysitter had to [browbeat] the kids into doing as they were told.,The babysitter had to XXXXX the kids into doing as they were told.,NA,NA,NA
756,browbeat,"Sarah wanted to talk, not [browbeat] her husband into agreement.","Sarah wanted to talk, not XXXXX her husband into agreement.",NA,NA,NA
757,castigate,She asked them if anyone had been [castigated] this afternoon.,She asked them if anyone had been XXXXX this afternoon.,NA,NA,NA
758,castigate,The gardener was surprised when his wife started to [castigate] him.,The gardener was surprised when his wife started to XXXXX him.,NA,NA,NA
759,castigate,Gina didn't know what it would be like to [castigate] someone.,Gina didn't know what it would be like to XXXXX someone.,NA,NA,NA
760,castigate,We agreed that it would not be advisable to [castigate] them.,We agreed that it would not be advisable to XXXXX them.,NA,NA,NA
761,castigate,Robert didn't know that his friends were planning to [castigate] him.,Robert didn't know that his friends were planning to XXXXX him.,NA,NA,NA
762,castigate,The teacher didn't think it was the right time to [castigate] the boy.,The teacher didn't think it was the right time to XXXXX the boy.,NA,NA,NA
763,castigate,"Jimmy isn't a great athlete, but John shouldn't [castigate] him so much.","Jimmy isn't a great athlete, but John shouldn't XXXXX him so much.",NA,NA,NA
764,castigate,"After Brandon wrecked the car, he was [castigated] by his girlfriend.","After Brandon wrecked the car, he was XXXXX by his girlfriend.",NA,NA,NA
765,castigate,"After Mary voted, her coworkers [castigate] her for voting against the strike.","After Mary voted, her coworkers XXXXX her for voting against the strike.",NA,NA,NA
766,castigate,"When celebrities behave badly, they are often [castigated] in the news.","When celebrities behave badly, they are often XXXXX in the news.",NA,NA,NA
767,castigate,"Because the boy was different, the other kids ignored or [castigate] him.","Because the boy was different, the other kids ignored or XXXXX him.",NA,NA,NA
768,castigate,Bob began to lose his confidence after he was [castigated] by his team.,Bob began to lose his confidence after he was XXXXX by his team.,NA,NA,NA
769,castigate,"After his controversial speech, some people praised Don, but others [castigated] him.","After his controversial speech, some people praised Don, but others XXXXX him.",NA,NA,NA
770,castigate,"After the news anchor lied, he was often [castigated] by the press.","After the news anchor lied, he was often XXXXX by the press.",NA,NA,NA
771,castigate,The judge [castigated] the boy for stealing and sentenced him to community service.,The judge XXXXX the boy for stealing and sentenced him to community service.,NA,NA,NA
772,castigate,The teacher first corrected Richard and then [castigated] him for being sloppy.,The teacher first corrected Richard and then XXXXX him for being sloppy.,NA,NA,NA
773,castigate,"After Peggy confessed, she was [castigated] for only telling one side of the story.","After Peggy confessed, she was XXXXX for only telling one side of the story.",NA,NA,NA
774,castigate,Sylvester always thought his ideas were the best and ignored those who [castigate] him.,Sylvester always thought his ideas were the best and ignored those who XXXXX him.,NA,NA,NA
775,cavort,Ida and Peggy meet after work to [cavort] outside.,Ida and Peggy meet after work to XXXXX outside.,NA,NA,NA
776,cavort,It is important to set aside time to [cavort] every day.,It is important to set aside time to XXXXX every day.,NA,NA,NA
777,cavort,There were few chances for us to [cavort] in the afternoon.,There were few chances for us to XXXXX in the afternoon.,NA,NA,NA
778,cavort,We were so busy that we rarely found time to [cavort].,We were so busy that we rarely found time to XXXXX.,NA,NA,NA
779,cavort,We decided to look for another place to [cavort].,We decided to look for another place to XXXXX.,NA,NA,NA
780,cavort,We were surprised that they never had a chance to [cavort].,We were surprised that they never had a chance to XXXXX.,NA,NA,NA
781,cavort,They monkeys hooted as they [cavorted] in the branches.,They monkeys hooted as they XXXXX in the branches.,NA,NA,NA
782,cavort,"On New Year's Eve, we celebrated by [cavorting] around town.","On New Year's Eve, we celebrated by XXXXX around town.",3226,NA,NA
783,cavort,Celebrities spend their evenings [cavorting] with other rich people.,Celebrities spend their evenings XXXXX with other rich people.,3508,NA,NA
784,cavort,"At the prom, the teenagers laughed and [cavorted] to the music.","At the prom, the teenagers laughed and XXXXX to the music.",3510,NA,NA
785,cavort,In winter the dogs frolic and [cavort] in the snow.,In winter the dogs frolic and XXXXX in the snow.,3511,NA,NA
786,cavort,It was a great party because people felt free to mingle and [cavort].,It was a great party because people felt free to mingle and XXXXX.,3519,NA,NA
787,cavort,The school created an area where the kids could [cavort] at recess.,The school created an area where the kids could XXXXX at recess.,3509,NA,NA
788,cavort,"At the park, parents watch their children laugh and [cavort] on the jungle Jim.","At the park, parents watch their children laugh and XXXXX on the jungle Jim.",1085,NA,NA
789,cavort,Each summer we have a festival with rides and places for kids to [cavort].,Each summer we have a festival with rides and places for kids to XXXXX.,3512,NA,NA
790,cavort,Lily was tired because she spent the weekend [cavorting] with friends.,Lily was tired because she spent the weekend XXXXX with friends.,NA,NA,NA
791,cavort,We were happy to see the dolphins jumping and [cavorting] in the waves.,We were happy to see the dolphins jumping and XXXXX in the waves.,NA,NA,NA
792,cavort,The children giggled and splashed as they [cavorted] in the wave pool.,The children giggled and splashed as they XXXXX in the wave pool.,3518,NA,NA
793,defile,Adam and his friends spent a lot of time [defiling] things this week.,Adam and his friends spent a lot of time XXXXX things this week.,NA,NA,NA
794,defile,The group of children couldn't decide if they would [defile] it or not.,The group of children couldn't decide if they would XXXXX it or not.,NA,NA,NA
795,defile,She interviewed them to find out why it had been [defiled].,She interviewed them to find out why it had been XXXXX.,NA,NA,NA
796,defile,There was general agreement that it had been [defiled] last night.,There was general agreement that it had been XXXXX last night.,3505,NA,NA
797,defile,There was much discussion about whether or not it had been [defiled].,There was much discussion about whether or not it had been XXXXX.,3502,NA,NA
798,defile,We found no evidence to suggest that it had been [defiled].,We found no evidence to suggest that it had been XXXXX.,3500,NA,NA
800,defile,It's a shame that this area has been [defiled] by tourists.,It's a shame that this area has been XXXXX by tourists.,3495,NA,NA
801,defile,The kids were almost arrested for [defiling] city property.,The kids were almost arrested for XXXXX city property.,NA,NA,NA
802,defile,We were shocked to learn the tomb had been [defiled] by pirates.,We were shocked to learn the tomb had been XXXXX by pirates.,NA,NA,NA
803,defile,A bunch of kids had broken in and [defiled] the paintings.,A bunch of kids had broken in and XXXXX the paintings.,NA,NA,NA
804,defile,"After the news release, she feared that the story had [defiled] her reputation.","After the news release, she feared that the story had XXXXX her reputation.",NA,NA,NA
805,defile,"The charming town was soon [defiled] by city traffic, smoke stacks, and gambling.","The charming town was soon XXXXX by city traffic, smoke stacks, and gambling.",3493,NA,NA
806,defile,The man was fined for [defiling] the artwork with a permanent marker.,The man was fined for XXXXX the artwork with a permanent marker.,NA,NA,NA
807,defile,"The gas company admitted to the leak, which [defiled] the local drinking water.","The gas company admitted to the leak, which XXXXX the local drinking water.",3488,NA,NA
808,defile,The rain forest was once pristine but was [defiled] by careless visitors.,The rain forest was once pristine but was XXXXX by careless visitors.,NA,NA,NA
809,defile,The intruders entered the church and [defiled] a statue by spray painting it.,The intruders entered the church and XXXXX a statue by spray painting it.,NA,NA,NA
810,defile,"We cleaned up the park, which had been [defiled] by careless visitors.","We cleaned up the park, which had been XXXXX by careless visitors.",3487,NA,NA
811,deteriorate,None of us had expected that it would continue to [deteriorate].,None of us had expected that it would continue to XXXXX.,NA,NA,NA
812,deteriorate,We didn't understand why everything was starting to [deteriorate].,We didn't understand why everything was starting to XXXXX.,NA,NA,NA
813,deteriorate,I wondered what would happen if things started to [deteriorate].,I wondered what would happen if things started to XXXXX.,NA,NA,NA
814,deteriorate,Harry told us that nothing had [deteriorated] since he lived there.,Harry told us that nothing had XXXXX since he lived there.,NA,NA,NA
815,deteriorate,The people realized that they had allowed things to [deteriorate].,The people realized that they had allowed things to XXXXX.,NA,NA,NA
816,deteriorate,The problem becomes more complicated if certain things are found to [deteriorate].,The problem becomes more complicated if certain things are found to XXXXX.,NA,NA,NA
817,deteriorate,"I forgot the sandwich in my locker, leaving it to [deteriorate].","I forgot the sandwich in my locker, leaving it to XXXXX.",NA,NA,NA
818,deteriorate,"Over millions of years, the flow of water causes rock to [deteriorate].","Over millions of years, the flow of water causes rock to XXXXX.",NA,NA,NA
819,deteriorate,Exposure to dust and air caused the ancient mummy to [deteriorate].,Exposure to dust and air caused the ancient mummy to XXXXX.,NA,NA,NA
820,deteriorate,The spread of illness caused conditions in the camp to [deteriorate].,The spread of illness caused conditions in the camp to XXXXX.,NA,NA,NA
821,deteriorate,"When the defendant threatened the witness, his case began to [deteriorate].","When the defendant threatened the witness, his case began to XXXXX.",NA,NA,NA
822,deteriorate,The mood of the passengers aboard the Titanic started to [deteriorate].,The mood of the passengers aboard the Titanic started to XXXXX.,NA,NA,NA
823,deteriorate,The passage of time caused the old reel of film to [deteriorate].,The passage of time caused the old reel of film to XXXXX.,NA,NA,NA
824,deteriorate,Eating unhealthy foods will only cause your health to [deteriorate].,Eating unhealthy foods will only cause your health to XXXXX.,NA,NA,NA
825,deteriorate,"He could have fixed the car, but the engine was [deteriorate] from neglect.","He could have fixed the car, but the engine was XXXXX from neglect.",NA,NA,NA
826,deteriorate,The presence of drugs and crimes caused the quality of life to [deteriorate].,The presence of drugs and crimes caused the quality of life to XXXXX.,NA,NA,NA
827,deteriorate,"The pollution triggered my asthma, causing my health to [deteriorate].","The pollution triggered my asthma, causing my health to XXXXX.",NA,NA,NA
828,deteriorate,Arthritis is a condition where the joints are [deteriorated] over time.,Arthritis is a condition where the joints are XXXXX over time.,NA,NA,NA
829,dross,Luke didn't know if it was his [dross] or someone else's.,Luke didn't know if it was his XXXXX or someone else's.,NA,NA,NA
830,dross,Barbara was surprised to see so much [dross] around her.,Barbara was surprised to see so much XXXXX around her.,NA,NA,NA
831,dross,"Out of the corner of his eye, Will saw some [dross].","Out of the corner of his eye, Will saw some XXXXX.",NA,NA,NA
832,dross,"Last night, I discovered that there was a lot of [dross] outside.","Last night, I discovered that there was a lot of XXXXX outside.",NA,NA,NA
833,dross,"Hannah decided to leave for work, forgetting all about the [dross].","Hannah decided to leave for work, forgetting all about the XXXXX.",NA,NA,NA
834,dross,Steve wasn't sure what he should do about the [dross].,Steve wasn't sure what he should do about the XXXXX.,NA,NA,NA
835,dross,We were disappointed when we saw that our motel room was filled with [dross].,We were disappointed when we saw that our motel room was filled with XXXXX.,NA,NA,NA
836,dross,Who's to say what is valuable and what is [dross]?,Who's to say what is valuable and what is XXXXX?,NA,NA,NA
837,dross,I loved the old junkyard because I was searching for [dross].,I loved the old junkyard because I was searching for XXXXX.,NA,NA,NA
838,dross,"After the New Year's party, the streets were littered with [dross].","After the New Year's party, the streets were littered with XXXXX.",NA,NA,NA
839,dross,"His diet consists of candy, corn chips and other [dross].","His diet consists of candy, corn chips and other XXXXX.",NA,NA,NA
840,dross,Sometimes you need to sort through a lot of [dross] to find something nice.,Sometimes you need to sort through a lot of XXXXX to find something nice.,NA,NA,NA
841,dross,The streets of the run-down neighborhood were lined with graffiti and [dross].,The streets of the run-down neighborhood were lined with graffiti and XXXXX.,NA,NA,NA
842,dross,"The ocean floor was littered with plastic, cans, and other [dross].","The ocean floor was littered with plastic, cans, and other XXXXX.",NA,NA,NA
843,dross,"After the big parade, the street was full of all the [dross] people had left behind.","After the big parade, the street was full of all the XXXXX people had left behind.",NA,NA,NA
844,dross,The hurricane destroyed the town and left the streets full of [dross].,The hurricane destroyed the town and left the streets full of XXXXX.,NA,NA,NA
845,dross,"After the tornado, the building was nothing more than a pile of [dross].","After the tornado, the building was nothing more than a pile of XXXXX.",NA,NA,NA
846,dross,I would rather sit in silence than listen to this CD full of terrible [dross].,I would rather sit in silence than listen to this CD full of terrible XXXXX.,NA,NA,NA
847,epiphany,Bob was so distracted that he forgot all about his [epiphany].,Bob was so distracted that he forgot all about his XXXXX.,NA,NA,NA
848,epiphany,Jane wrote a short story about the time she had an [epiphany].,Jane wrote a short story about the time she had a(n) XXXXX.,NA,NA,NA
849,epiphany,Michelle sat down to write about what it was like to have an [epiphany].,Michelle sat down to write about what it was like to have a(n) XXXXX.,NA,NA,NA
850,epiphany,All of us hope that Susan has an [epiphany] sometime soon.,All of us hope that Susan has a(n) XXXXX sometime soon.,NA,NA,NA
851,epiphany,Some people have had many more [epiphanies] than other people.,Some people have had many more XXXXX than other people.,NA,NA,NA
852,epiphany,We decided that there was no reason to discuss the [epiphany] any more.,We decided that there was no reason to discuss the XXXXX any more.,NA,NA,NA
853,epiphany,The discovery was so unexpected that it seemed like an [epiphany].,The discovery was so unexpected that it seemed like a(n) XXXXX.,1636,NA,NA
854,epiphany,When we realize an important truth it can be an [epiphany].,When we realize an important truth it can be a(n) XXXXX.,NA,NA,NA
855,epiphany,Sometimes you need to stop thinking so hard in order to have an [epiphany].,Sometimes you need to stop thinking so hard in order to have a(n) XXXXX.,NA,NA,NA
856,epiphany,The solution to a problem sometimes appears as an [epiphany].,The solution to a problem sometimes appears as a(n) XXXXX.,1637,NA,NA
857,epiphany,When the boy finally learned to ride a bike it was an [epiphany].,When the boy finally learned to ride a bike it was a(n) XXXXX.,NA,NA,NA
858,epiphany,"Sometimes learning seems hard, and sometimes it's an [epiphany].","Sometimes learning seems hard, and sometimes it's a(n) XXXXX.",NA,NA,NA
859,epiphany,During his prayer the spiritual leader had a sudden vision or [epiphany].,During his prayer the spiritual leader had a sudden vision or XXXXX.,NA,NA,NA
860,epiphany,Artists are sometimes inspired by a powerful vision or [epiphany].,Artists are sometimes inspired by a powerful vision or XXXXX.,NA,NA,NA
861,epiphany,Einstein said that his new idea came to him as an [epiphany] or vision.,Einstein said that his new idea came to him as a(n) XXXXX or vision.,NA,NA,NA
862,epiphany,"An awesome piece of music can lead to inspiration, or an [epiphany].","An awesome piece of music can lead to inspiration, or a(n) XXXXX.",NA,NA,NA
863,epiphany,The monk was praying about the crisis when he had a sudden [epiphany].,The monk was praying about the crisis when he had a sudden XXXXX.,NA,NA,NA
864,epiphany,The moment when you find the solution to a puzzle is called an [epiphany].,The moment when you find the solution to a puzzle is called a(n) XXXXX.,NA,NA,NA
865,goad,Gary thought about the last time that someone tried to [goad] him.,Gary thought about the last time that someone tried to XXXXX him.,NA,NA,NA
866,goad,Greg did not know what it was like to be [goaded] by someone.,Greg did not know what it was like to be XXXXX by someone.,3342,NA,NA
867,goad,It was well known that Bill [goads] his friends and enemies alike.,It was well known that Bill XXXXX his friends and enemies alike.,3343,NA,NA
868,goad,Mary remembered all the times she had been [goaded] as a kid.,Mary remembered all the times she had been XXXXX as a kid.,NA,NA,NA
869,goad,Most people think that Tom is [goaded] more often than his older sister.,Most people think that Tom is XXXXX more often than his older sister.,3344,NA,NA
870,goad,I was surprised when the paper boy tried to [goad] me.,I was surprised when the paper boy tried to XXXXX me.,NA,NA,NA
871,goad,The boss demanded perfection and [goaded] the employees to work harder.,The boss demanded perfection and XXXXX the employees to work harder.,NA,NA,NA
872,goad,"Every morning, their mother got them up and [goaded] them to the bus stop.","Every morning, their mother got them up and XXXXX them to the bus stop.",3330,NA,NA
873,goad,The editor had high standards and [goaded] the writer every day to work harder.,The editor had high standards and XXXXX the writer every day to work harder.,3331,NA,NA
874,goad,The reporter tried to [goad] him into saying something he'd later regret.,The reporter tried to XXXXX him into saying something he'd later regret.,NA,NA,NA
875,goad,A cowboy used a short whip to [goad] his horse into a slow gallop.,A cowboy used a short whip to XXXXX his horse into a slow gallop.,3336,NA,NA
876,goad,Heeler dogs have the job of [goading] and pushing a herd of sheep forward.,Heeler dogs have the job of XXXXX and pushing a herd of sheep forward.,3338,NA,NA
877,goad,Tom's wife [goaded] him into buying her a new dress.,Tom's wife XXXXX him into buying her a new dress.,NA,NA,NA
878,goad,The citizens protested until they had [goaded] the mayor into action.,The citizens protested until they had XXXXX the mayor into action.,NA,NA,NA
879,goad,Matthew's little sister [goaded] him in her most annoying voice until he got mad.,Matthew's little sister XXXXX him in her most annoying voice until he got mad.,3329,NA,NA
880,goad,"Our flight was already boarding, and my sister [goaded] me along frantically.","Our flight was already boarding, and my sister XXXXX me along frantically.",NA,NA,NA
881,goad,The angry mob shouted and [goaded] him through the streets.,The angry mob shouted and XXXXX him through the streets.,3334,NA,NA
882,goad,"The odd young man was insulted, abused and [goaded] out of town.","The odd young man was insulted, abused and XXXXX out of town.",3335,NA,NA
883,incentive,Julia's brother was surprised to learn about the [incentive].,Julia's brother was surprised to learn about the XXXXX.,NA,NA,NA
884,incentive,I tried to remember the last time that I was offered an [incentive].,I tried to remember the last time that I was offered a(n) XXXXX.,NA,NA,NA
885,incentive,"After he sat down in his chair, Josh started thinking about the [incentive].","After he sat down in his chair, Josh started thinking about the XXXXX.",NA,NA,NA
886,incentive,Each of the students in Eliza's English class was writing about the [incentive].,Each of the students in Eliza's English class was writing about the XXXXX.,NA,NA,NA
887,incentive,We decided that we did not want the [incentive] after all.,We decided that we did not want the XXXXX after all.,NA,NA,NA
888,incentive,"Earlier today, we asked him if he was going to want an [incentive].","Earlier today, we asked him if he was going to want a(n) XXXXX.",NA,NA,NA
889,incentive,"The boss wanted William to do better, so he offered them an [incentive].","The boss wanted William to do better, so he offered them a(n) XXXXX.",NA,NA,NA
890,incentive,Sally was finally persuaded to take the deal by the generous [incentive].,Sally was finally persuaded to take the deal by the generous XXXXX.,NA,NA,NA
891,incentive,I wasn't sure that I would do it before I heard about the [incentive].,I wasn't sure that I would do it before I heard about the XXXXX.,NA,NA,NA
892,incentive,"During the fundraiser, the class that raised the most money got an [incentive].","During the fundraiser, the class that raised the most money got a(n) XXXXX.",NA,NA,NA
893,incentive,Louisa doesn't get things done unless she has an [incentive] to do them.,Louisa doesn't get things done unless she has a(n) XXXXX to do them.,NA,NA,NA
894,incentive,I was motivated to work harder after I was offered the [incentive].,I was motivated to work harder after I was offered the XXXXX.,NA,NA,NA
895,incentive,"Marco's workers needed motivation, so he offered them an [incentive] to complete their work.","Marco's workers needed motivation, so he offered them a(n) XXXXX to complete their work.",NA,NA,NA
896,incentive,Free access to the pool was the [incentive] I needed to join the gym.,Free access to the pool was the XXXXX I needed to join the gym.,NA,NA,NA
897,incentive,Most people I know work out a lot because looking fit is their [incentive].,Most people I know work out a lot because looking fit is their XXXXX.,NA,NA,NA
898,incentive,The swim team held extra practices before championships because winning was their [incentive].,The swim team held extra practices before championships because winning was their XXXXX.,NA,NA,NA
899,incentive,The government gives farmers extra money as an [incentive] to grow more corn.,The government gives farmers extra money as a(n) XXXXX to grow more corn.,NA,NA,NA
900,incentive,Our teacher offered us extra credit as an [incentive] to go to the school play.,Our teacher offered us extra credit as a(n) XXXXX to go to the school play.,NA,NA,NA
901,penchant,I was surprised to learn that this was not his usual [penchant].,I was surprised to learn that this was not his usual XXXXX.,NA,NA,NA
902,penchant,We were surprised to discover that we had similar [penchant].,We were surprised to discover that we had similar XXXXX.,NA,NA,NA
903,penchant,We guessed that she had the same [penchant] as a child.,We guessed that she had the same XXXXX as a child.,NA,NA,NA
904,penchant,The girl at the front desk had no [penchant] for small talk.,The girl at the front desk had no XXXXX for small talk.,NA,NA,NA
905,penchant,It was obvious that John had a [penchant] for it.,It was obvious that John had a(n) XXXXX for it.,NA,NA,NA
